BEDS,BATH,SQFT_LOG,ZIPCODE,SUBLOCALITY,BROKERTITLE,TYPE,LATITUDE,LONGITUDE,PRICE_CATEGORY
4,3.0,3.339293966003392,11358,Queens County,Maureen Folan R E Group Llc,Pending,40.7719037,-73.8044794,Mid
4,4.0,3.380211241711606,10307,Richmond County,"Robert Defalco Realty, Inc.",Multi-family home for sale,40.5168606,-74.2375349,Mid
1,1.0,2.916453948549925,11373,Queens,EXIT REALTY PRIME,Co-op for sale,40.7402133,-73.8868828,Cheap
2,2.0,3.339293966003392,10022,New York,COMPASS,Co-op for sale,40.754032,-73.965157,Mid
4,2.0,3.230704313612569,11233,Kings County,Sowae Corp,House for sale,40.6781418,-73.9250576,Mid
2,2.0,3.339293966003392,11211,Brooklyn,MNS,Condo for sale,40.714184,-73.945191,Mid
3,1.0,3.1335389083702174,10469,Bronx County,Keller Williams Realty NYC Grp,House for sale,40.8642583,-73.8414813,Mid
4,4.0,3.5577477416414682,11231,Kings County,Douglas Elliman - 575 Madison Ave,Multi-family home for sale,40.6784683,-74.0011264,Expensive
4,2.0,3.339293966003392,11357,Queens,Carollo Real Estate Inc,Condo for sale,40.7932921,-73.7951779,Mid
3,1.0,3.0170333392987803,10303,Richmond County,NoBroker,House for sale,40.6281869,-74.1606727,Mid
5,3.0,3.31722734917642,10466,Bronx County,Keller Williams Realty Group,House for sale,40.8965002,-73.8585406,Mid
4,2.0,3.1760912590556813,10470,Bronx County,Keller Williams Realty NYC Grp,House for sale,40.8972473,-73.868898,Mid
1,1.0,2.7450747915820575,11207,Brooklyn,Corcoran Bedford Stuyvesant,Condo for sale,40.6869771,-73.9126141,Mid
2,2.0,3.339293966003392,10024,New York,Weichert Properties,Co-op for sale,40.7857788,-73.9693433,Expensive
2,1.0,3.339293966003392,11427,Queens County,EXP Realty - HAUPPAUGE,Co-op for sale,40.7316971,-73.7409842,Cheap
3,2.0,3.339293966003392,11203,Kings County,Other,House for sale,40.6553249,-73.9284733,Mid
2,2.0,3.3951515915045425,11201,Kings County,Sotheby's International Realty - Downtown Manhattan,Townhouse for sale,40.7037221,-73.9870968,Expensive
3,1.0,3.339293966003392,11368,Queens,Charles Rutenberg Realty Inc,Co-op for sale,40.7376451,-73.8581248,Cheap
6,2.3738608579684373,3.339293966003392,10469,Bronx County,Other,Multi-family home for sale,40.8719262,-73.8423808,Mid
1,2.0,3.1595671932336202,10075,New York,BHHS New York Properties,Condo for sale,40.7719269,-73.949189,Mid
3,2.0,3.4471580313422194,11356,Queens County,Chase Global Realty Corp,House for sale,40.7903373,-73.8420291,Expensive
1,1.0,2.7596678446896306,11374,Queens,P R O Links Realty Inc,Condo for sale,40.7245332,-73.8696876,Mid
3,2.0,3.1245042248342823,10314,Richmond County,E House Realty & Mgt. Inc.,House for sale,40.5939996,-74.1910619,Mid
3,2.0,3.093421685162235,11214,Kings County,RE MAX Edge,House for sale,40.6034711,-74.0124361,Mid
5,4.0,3.6127838567197355,10014,New York County,COMPASS,Townhouse for sale,40.7358634,-74.0022086,Expensive
3,2.0,3.27415784926368,10065,New York,COMPASS,Co-op for sale,40.7636632,-73.9655082,Mid
3,2.0,3.3820170425748683,10466,Bronx County,Keller Williams Ny Realty,House for sale,40.8965547,-73.8476725,Mid
1,1.0,3.339293966003392,11215,Brooklyn,Corcoran SoHo,Co-op for sale,40.6733809,-73.9732475,Mid
3,2.0,3.2764618041732443,11209,Kings County,RE MAX Edge,House for sale,40.6130693,-74.0344829,Mid
5,3.0,3.2400497721126476,11419,Queens County,Other,Multi-family home for sale,40.6898026,-73.836542,Mid
2,1.0,3.339293966003392,10014,New York,COMPASS,Co-op for sale,40.731826,-74.0091497,Mid
2,1.0,3.339293966003392,10014,New York County,Corcoran Chelsea/Flatiron,Co-op for sale,40.7355671,-74.0044939,Mid
2,1.0,3.339293966003392,11414,Queens,Keller Williams Realty Liberty,Pending,40.6642386,-73.8477653,Cheap
2,2.0,3.339293966003392,10010,New York,Brown Harris Stevens - 130 Fifth Avenue,Pending,40.7385938,-73.9863188,Mid
2,2.0,3.0149403497929366,10065,New York,Peter Ashe Real Estate- Peter Ashe Real Estate,Condo for sale,40.7642638,-73.9626394,Mid
3,2.0,3.339293966003392,11234,Kings County,Corcoran East Side,House for sale,40.6254509,-73.9395115,Mid
3,2.0,3.0629578340845103,11417,Queens,Exp Realty,Condo for sale,40.6726721,-73.8496745,Mid
3,2.3738608579684373,3.339293966003392,11221,Kings County,Soverign Homes Realty Inc,House for sale,40.6899365,-73.9294828,Mid
3,2.0,3.1072099696478683,11204,Kings County,Century 21 Realty First,House for sale,40.6193771,-73.9717704,Mid
3,2.0,3.060697840353612,10302,Richmond County,American Homes Group,House for sale,40.635324,-74.133679,Mid
1,1.0,2.9190780923760737,10463,The Bronx,Other,Co-op for sale,40.8799897,-73.919862,Cheap
3,2.3738608579684373,3.1760912590556813,10314,Richmond County,"Robert DeFalco Realty, Inc.",Townhouse for sale,40.5819183,-74.155565,Mid
3,2.0,3.090610707828407,11223,Kings County,Other,House for sale,40.6022677,-73.9611815,Mid
2,2.0,3.339293966003392,10024,New York,Corcoran East Side,Co-op for sale,40.783637,-73.9719146,Mid
3,2.0,3.2174839442139063,10473,Bronx County,Other,House for sale,40.8061399,-73.8579944,Mid
2,3.0,3.4771212547196626,10019,New York,Peter Ashe Real Estate- Peter Ashe Real Estate,Co-op for sale,40.7660187,-73.9775473,Expensive
3,1.0,2.7937903846908188,10031,New York,Keller Williams Realty Group,Co-op for sale,40.8192151,-73.9544658,Cheap
2,2.0,3.2695129442179165,11360,Queens,Midas Realty,Condo for sale,40.7879226,-73.7863723,Mid
2,2.0,3.339293966003392,11372,Queens,Charles Rutenberg Realty Inc,Co-op for sale,40.7555541,-73.8760424,Cheap
3,2.0,3.100370545117563,11355,Queens County,Century 21 Realty First,House for sale,40.7421583,-73.8191116,Mid
1,1.0,3.0,10301,Richmond County,Connie Profaci Realty,Condo for sale,40.6189484,-74.1071576,Cheap
3,2.0,3.1720188094245563,10301,Richmond County,Wonica REALTORS & Appraisers,Contingent,40.6126021,-74.0930021,Mid
3,2.0,3.339293966003392,11368,Queens County,Real Broker NY LLC,House for sale,40.7398873,-73.8506134,Mid
1,1.0,3.339293966003392,10028,New York,Corcoran West Side Gallery,Co-op for sale,40.7723985,-73.9482206,Cheap
3,2.3738608579684373,3.339293966003392,11209,Kings County,BROWN HARRIS STEVENS BROOKLYN LLC,Townhouse for sale,40.6260506,-74.0258346,Mid
2,2.0,3.339293966003392,10014,New York,COMPASS,Co-op for sale,40.7341122,-74.004816,Mid
2,2.0,3.339293966003392,11375,Queens,RE MAX 1st Choice,Condo for sale,40.7332174,-73.8448704,Mid
6,4.0,3.515873843711679,11204,Kings County,Century 21 Realty First,Multi-family home for sale,40.6164146,-73.9938038,Expensive
4,3.0,3.2538224387080734,10024,New York,Douglas Elliman - 575 Madison Ave,Condo for sale,40.7905714,-73.9753392,Mid
2,2.0,3.339293966003392,11215,Brooklyn,Corcoran Park Slope,Pending,40.6646996,-73.9831407,Mid
3,2.0,3.037426497940624,10304,Richmond County,NextHome Prestige,House for sale,40.5952951,-74.1039687,Mid
5,2.3738608579684373,3.7528164311882715,10025,New York County,COMPASS,Townhouse for sale,40.791801,-73.9665998,Expensive
6,3.0,3.339293966003392,11208,Kings County,Coldwell Banker American Homes,Multi-family home for sale,40.6800424,-73.8830327,Mid
1,1.0,2.929418925714293,11224,Brooklyn,"Homes R Us Realty of NY, Inc.",Condo for sale,40.5777691,-73.9719866,Cheap
2,2.0,3.0464951643347082,11414,Queens,Other,Condo for sale,40.6687898,-73.8494942,Mid
1,1.0,2.815577748324267,11235,Brooklyn,TOP NEST INC,Condo for sale,40.5869857,-73.9434887,Mid
4,2.0,3.230448921378274,11208,Kings County,Other,Multi-family home for sale,40.6681943,-73.8749046,Mid
3,4.0,3.339293966003392,11212,Kings County,Sowae Corp,Multi-family home for sale,40.6601546,-73.9163716,Cheap
5,3.0,3.339293966003392,11377,Queens County,E Realty International Corp,Multi-family home for sale,40.7404458,-73.9008992,Mid
4,2.0,3.146128035678238,11367,Queens County,Other,House for sale,40.7230171,-73.8231693,Mid
3,2.0,3.0993352776859577,11203,Kings County,Other,House for sale,40.6499215,-73.9453734,Mid
2,2.0,3.339293966003392,10019,New York,Other,Condo for sale,40.7622732,-73.9767193,Mid
3,1.0,2.9618954736678504,10005,New York County,Other,Condo for sale,40.7067114,-74.010457,Mid
1,1.0,3.339293966003392,11377,Flushing,Chase Global Realty Corp,Condo for sale,40.7441863,-73.9037635,Mid
1,1.0,2.9030899869919438,10301,Staten Island,"Tom Crimmins Realty, Ltd.",Condo for sale,40.6189484,-74.1071576,Cheap
5,3.0,3.3845326154942486,11234,Kings County,BROOKLYN`S 4 U REALTY,Multi-family home for sale,40.6062747,-73.9157858,Mid
6,3.0,3.339293966003392,11236,Kings County,Budget Real Estate Nyc Inc,Multi-family home for sale,40.6398004,-73.8974592,Mid
3,1.0,3.339293966003392,10003,New York,Other,Co-op for sale,40.7324146,-73.9898491,Mid
2,1.0,3.339293966003392,10031,New York,Other,Co-op for sale,40.8255972,-73.9529963,Cheap
3,4.0,3.545307116465824,10301,Richmond County,"Homes R Us Realty of NY, Inc.",Contingent,40.641795,-74.090599,Mid
2,2.0,3.250420002308894,10022,New York,Douglas Elliman - 575 Madison Ave,Condo for sale,40.7592091,-73.9760875,Expensive
1,1.0,2.7403626894942437,11229,Brooklyn,Nyc Realty Brokers Llc,Co-op for sale,40.6079619,-73.9549426,Cheap
3,1.0,2.884228769632604,10037,New York,Other,Co-op for sale,40.815359,-73.9374734,Cheap
3,2.0,3.298197867109815,10301,Richmond County,Other,House for sale,40.6293682,-74.0870368,Mid
5,4.0,3.6697816152085365,10031,New York County,Coldwell Banker Warburg,Townhouse for sale,40.828721,-73.947403,Expensive
1,1.0,3.339293966003392,11238,Brooklyn,Corcoran Park Slope,Co-op for sale,40.676549,-73.968922,Mid
2,2.0,3.339293966003392,11414,Queens,Keystone Realty USA Corp,Condo for sale,40.6668174,-73.8499468,Cheap
3,2.3738608579684373,3.339293966003392,10301,Richmond County,Truhomes Realty Group,Land for sale,40.6171535,-74.0890497,Cheap
1,1.0,3.339293966003392,10028,New York,Brown Harris Stevens - 1926 Broadway,Co-op for sale,40.7789146,-73.9619806,Mid
6,2.0,3.342422680822206,11230,Kings County,"Behfar Team, Llc",House for sale,40.6141979,-73.9591151,Mid
3,2.0,3.339293966003392,11694,Queens County,Coldwell Banker American Homes,House for sale,40.5853206,-73.8221893,Mid
5,4.0,3.5563025007672873,10307,Richmond County,NEUHAUS REALTY INC.,Pending,40.4995462,-74.2443078,Mid
3,2.0,2.9921114877869495,11220,Brooklyn,E Realty International Corp,Condo for sale,40.6403284,-74.0028134,Mid
2,1.0,3.339293966003392,10016,New York,BHHS New York Properties,Co-op for sale,40.748098,-73.9824791,Mid
5,2.0,3.339293966003392,11417,Queens County,Sowae Corp,Multi-family home for sale,40.6837891,-73.8381042,Cheap
3,2.3738608579684373,3.339293966003392,10457,Bronx County,Oxford Property Group,Land for sale,40.8492324,-73.8914043,Expensive
2,1.0,3.339293966003392,10301,Staten Island,Modern Spaces Love Your Place,Pending,40.6449121,-74.0787385,Cheap
3,2.3738608579684373,3.339293966003392,10462,Bronx County,YourHomeSold Guarantee Realty,Land for sale,40.8453241,-73.8684042,Cheap
3,1.0,3.339293966003392,10014,New York,COMPASS,Co-op for sale,40.7345988,-74.007273,Mid
3,2.0,3.4602963267574753,10306,Richmond County,Ashford Homes,House for sale,40.5792773,-74.1211285,Mid
2,1.0,3.339293966003392,10128,New York,Other,Co-op for sale,40.7810674,-73.954925,Mid
4,2.0,3.339293966003392,11436,Queens County,Signature Premier Properties,Multi-family home for sale,40.6762104,-73.8013544,Mid
2,2.0,3.12057393120585,11694,Queens,Other,Condo for sale,40.5780382,-73.8366684,Mid
3,2.0,3.1335389083702174,11228,Brooklyn,eXp Realty BKNY,Condo for sale,40.6063017,-74.0157592,Mid
1,1.0,3.339293966003392,11372,Queens County,"CORE Group Marketing, LLC",Co-op for sale,40.7547282,-73.8859706,Cheap
4,2.0,3.339293966003392,11423,Queens County,Other,House for sale,40.7108416,-73.7572751,Mid
5,4.0,3.6989700043360187,11235,Kings County,AmeriHomes Realty,House for sale,40.590624,-73.9581347,Expensive
2,1.0,3.041392685158225,11229,Brooklyn,Bergen Basin Realty Llc,Co-op for sale,40.595967,-73.9504018,Mid
4,4.0,3.4680517914542377,10007,New York County,Serhant,Condo for sale,40.714922,-74.0070262,Expensive
1,1.0,2.6989700043360187,11374,Queens,Excellent Realty Llc,Condo for sale,40.725653,-73.8596142,Mid
3,2.0,3.060697840353612,10307,Richmond County,Red Door Realty Group,Townhouse for sale,40.5032035,-74.2388518,Mid
1,1.0,2.7993405494535817,10467,The Bronx,Other,Co-op for sale,40.8720291,-73.8695302,Cheap
1,1.0,3.339293966003392,11374,Queens,Other,Co-op for sale,40.7336463,-73.8618276,Cheap
3,1.0,2.9614210940664485,11205,Brooklyn,COMPASS,Condo for sale,40.6944083,-73.9595899,Mid
1,2.3738608579684373,2.973589623427257,11221,Brooklyn,Corcoran Park Slope,Condo for sale,40.685976,-73.9349974,Mid
2,2.0,3.040602340114073,11201,Brooklyn,COMPASS,Condo for sale,40.702357,-73.9892037,Mid
2,1.0,3.339293966003392,11372,Queens,Other,Co-op for sale,40.7499534,-73.8912443,Cheap
5,2.3738608579684373,3.339293966003392,10028,New York,Corcoran East Side,Co-op for sale,40.7762654,-73.9595399,Expensive
2,2.0,3.2513948500401044,10022,New York,Keller Williams NYC,Condo for sale,40.762394,-73.9739039,Expensive
4,1.0,3.0791812460476247,10301,Staten Island,"Robert Defalco Realty, Inc.",Contingent,40.6384907,-74.0740254,Cheap
2,2.0,3.339293966003392,10044,New York,Brown Harris Stevens,Co-op for sale,40.7617289,-73.9502411,Mid
1,1.0,3.339293966003392,11373,Queens,Winzone Realty Inc,Condo for sale,40.7442352,-73.8797855,Mid
1,1.0,3.339293966003392,11374,Queens County,Other,Condo for sale,40.7255887,-73.8589005,Cheap
7,2.0,3.3609718837259357,10472,Bronx County,Keller Williams Realty NYC Grp,Multi-family home for sale,40.8333931,-73.8727914,Mid
3,1.0,3.435525851498655,10305,Richmond County,"Robert Defalco Realty, Inc.",Multi-family home for sale,40.5837427,-74.0909372,Mid
3,1.0,2.7466341989375787,10016,New York,Brown Harris Stevens - 445 Park Avenue,Condo for sale,40.7502793,-73.9795235,Mid
1,1.0,2.9542425094393248,10451,The Bronx,Other,Co-op for sale,40.8301222,-73.9202611,Cheap
3,2.0,3.339293966003392,11379,Queens County,Douglas Elliman - Bayside,Townhouse for sale,40.722658,-73.877617,Mid
5,3.0,3.339293966003392,11429,Queens County,Keystone Realty USA Corp,House for sale,40.7039425,-73.7459355,Mid
5,2.3738608579684373,3.339293966003392,11357,Queens County,Other,House for sale,40.7886657,-73.8207928,Mid
3,2.0,3.1760912590556813,11375,Queens County,Daniel Gale Sotheby's International Realty,Townhouse for sale,40.7367847,-73.8477757,Mid
1,1.0,2.905256048748451,11223,Brooklyn,RE MAX Real Estate Professionals,Condo for sale,40.6053887,-73.9787595,Mid
3,2.0,3.1024337056813365,11375,Queens,Other,Co-op for sale,40.7379227,-73.8470718,Mid
2,1.0,3.339293966003392,11365,Queens County,Winzone Realty Inc,Co-op for sale,40.7389649,-73.7774313,Cheap
1,1.0,2.8561244442423,10301,Staten Island,Other,Condo for sale,40.6204781,-74.1109257,Cheap
3,2.0,3.113943352306837,10075,New York,COMPASS,Co-op for sale,40.776763,-73.9625093,Mid
2,1.0,2.8830933585756897,11004,Queens,Compass Greater NY LLC,Co-op for sale,40.7526861,-73.7166669,Mid
4,3.0,3.339293966003392,10025,New York,Corcoran West Side Gallery,Co-op for sale,40.80699,-73.966129,Mid
3,1.0,3.339293966003392,11216,Kings County,Henry Watts Real Estate Corporation,Condo for sale,40.6834585,-73.9504707,Cheap
1,1.0,2.8750612633917,11375,Queens,Winzone Realty Inc,Co-op for sale,40.7314663,-73.8527035,Cheap
4,3.0,3.3502480183341627,11105,Queens County,Other,Multi-family home for sale,40.7737146,-73.9000085,Mid
3,2.0,3.339293966003392,11367,Queens County,Astor Brokerage Ltd,House for sale,40.7226341,-73.8165656,Mid
2,2.0,3.255272505103306,10013,New York,Douglas Elliman - 575 Madison Ave,Co-op for sale,40.7217139,-74.0103804,Expensive
1,1.0,2.9030899869919438,10463,The Bronx,RE MAX Distinguished Homes & Properties,Co-op for sale,40.8697508,-73.905391,Cheap
1,1.0,2.845098040014257,11235,Brooklyn,Bright Horizons Realty Inc,Co-op for sale,40.5836263,-73.9518978,Cheap
7,4.0,3.355643050220869,11206,Kings County,Coldwell Banker Reliable,Contingent,40.6927739,-73.951031,Expensive
2,1.0,2.9777236052888476,10473,The Bronx,BESMATCH REAL ESTATE,Co-op for sale,40.8214206,-73.8759785,Cheap
2,2.0,2.9030899869919438,10301,Richmond County,Wonica REALTORS & Appraisers,Foreclosure,40.6189484,-74.1071576,Cheap
4,2.0,3.339293966003392,11411,Queens County,Winzone Realty Inc,House for sale,40.6917538,-73.7370978,Mid
3,1.0,3.0,11354,Queens,Other,Co-op for sale,40.7756728,-73.827111,Cheap
2,2.0,3.339293966003392,10128,New York,Other,Co-op for sale,40.7839857,-73.9547397,Mid
3,1.0,3.339293966003392,11207,Brooklyn,Cross Country Realty,Condo for sale,40.6576494,-73.8782466,Cheap
6,2.0,3.339293966003392,11379,Queens County,Douglas Elliman - Franklin Square,Multi-family home for sale,40.721725,-73.8839773,Mid
1,1.0,3.339293966003392,11005,Queens County,Daniel Gale Sotheby's International Realty,Co-op for sale,40.7577974,-73.7159601,Cheap
2,1.0,3.339293966003392,11432,Queens,Other,Co-op for sale,40.7092156,-73.7912209,Cheap
4,2.0,3.255272505103306,11413,Queens County,Other,House for sale,40.6714818,-73.7606794,Mid
2,2.0,3.048053173115609,11211,Brooklyn,COMPASS,Condo for sale,40.7169665,-73.94377,Mid
1,1.0,3.339293966003392,11363,Queens,East Coast REALTORS Inc,Co-op for sale,40.7659255,-73.7453922,Cheap
3,2.0,3.1760912590556813,11377,Queens,One Manhattan real estate - Upper East Side office,Co-op for sale,40.7563916,-73.9071359,Mid
3,2.0,3.4313637641589874,10312,Richmond County,"Robert DeFalco Realty, Inc.",Multi-family home for sale,40.5424657,-74.1746625,Mid
3,3.0,3.1610683854711747,10128,New York,COMPASS,Condo for sale,40.7833546,-73.9499982,Expensive
5,2.0,3.339293966003392,11417,Queens County,Sowae Corp,Multi-family home for sale,40.6837891,-73.8381042,Cheap
4,2.0,3.339293966003392,11367,Queens County,Sowae Corp,House for sale,40.726173,-73.8202303,Cheap
3,1.0,3.339293966003392,10024,New York,Keller Williams NYC,Co-op for sale,40.7845842,-73.9713866,Mid
1,1.0,2.8530895298518657,10007,New York,Serhant,Condo for sale,40.7147947,-74.0064392,Mid
2,1.0,2.8721562727482928,11372,Queens,EXP Realty,Co-op for sale,40.7517899,-73.88467,Cheap
2,1.0,3.0211892990699383,10458,The Bronx,Corcoran Westside Columbus,Co-op for sale,40.8724137,-73.8852231,Cheap
3,1.0,3.339293966003392,10075,New York,Keller Williams NYC,Co-op for sale,40.7728867,-73.9575288,Cheap
4,4.0,3.380211241711606,11356,Queens County,Goldstone N Y Realty Llc,Condo for sale,40.7934553,-73.8471618,Mid
1,1.0,2.845098040014257,10065,New York,Douglas Elliman - 575 Madison Ave,Condo for sale,40.7636004,-73.9583523,Mid
2,2.0,3.339293966003392,10065,New York,Douglas Elliman - 575 Madison Ave,Co-op for sale,40.7687082,-73.9694439,Expensive
6,3.0,3.4983105537896004,10462,Bronx County,YourHomeSold Guarantee Realty,Multi-family home for sale,40.8453955,-73.868163,Mid
3,2.0,3.113943352306837,10465,The Bronx,Joyce Realty,Co-op for sale,40.8224429,-73.8109606,Mid
4,2.0,3.339293966003392,11436,Queens County,Realty Executives Today,House for sale,40.6695117,-73.7942558,Mid
2,1.0,3.339293966003392,11203,Brooklyn,CENTURY 21 Milestone Realty,Co-op for sale,40.6482666,-73.9442024,Cheap
2,1.0,2.8750612633917,10459,The Bronx,R Jaundoo Realty Llc,Co-op for sale,40.8224272,-73.8900397,Cheap
2,1.0,2.9030899869919438,11228,Brooklyn,Other,Co-op for sale,40.6033288,-74.0160805,Cheap
7,4.0,3.339293966003392,11207,Kings County,Other,Townhouse for sale,40.6656785,-73.8916486,Mid
4,4.0,3.339293966003392,10013,New York,Serhant,Co-op for sale,40.7187102,-74.005987,Expensive
6,2.3738608579684373,3.339293966003392,11234,Kings County,Budget Real Estate Nyc Inc,Multi-family home for sale,40.6245872,-73.9219517,Mid
1,1.0,2.840106094456758,10075,New York,COMPASS,Condo for sale,40.771604,-73.949419,Mid
4,4.0,3.5440680443502757,10306,Richmond County,Re/Max Edge,House for sale,40.5646314,-74.1243252,Mid
1,1.0,2.8750612633917,11415,The Bronx,Douglas Elliman - Bayside,Co-op for sale,40.7119297,-73.826361,Cheap
2,2.0,3.339293966003392,10028,New York,COMPASS,Condo for sale,40.778484,-73.9524912,Mid
3,1.0,3.339293966003392,11377,Queens,Keller Williams Realty Greater Nassau,Co-op for sale,40.7511899,-73.90201,Cheap
7,4.0,3.7993405494535817,10013,New York,Brown Harris Stevens,Condo for sale,40.7193658,-74.0072206,Expensive
3,2.3738608579684373,3.339293966003392,11412,Queens County,Other,House for sale,40.701334,-73.772164,Cheap
2,2.0,2.9030899869919438,10463,The Bronx,Real Broker Llc,Condo for sale,40.8848915,-73.9110436,Cheap
1,1.0,3.339293966003392,10014,New York,COMPASS,Co-op for sale,40.729293,-74.003447,Mid
1,1.0,3.339293966003392,11238,Brooklyn,5 Boro Realty Corp,Co-op for sale,40.671881,-73.961562,Mid
3,1.0,2.7403626894942437,10028,New York,Coldwell Banker Warburg,Co-op for sale,40.7740666,-73.9522989,Cheap
3,2.0,3.339293966003392,11369,Queens County,City Realty Group,House for sale,40.7602045,-73.8739584,Mid
4,2.0,3.339293966003392,11436,Queens County,First Class Realty Enterprises,Multi-family home for sale,40.6764388,-73.8008604,Mid
2,2.0,2.938519725176492,11361,Queens,E Realty International Corp,Condo for sale,40.7696789,-73.772159,Mid
2,2.0,3.339293966003392,10012,New York,COMPASS,Co-op for sale,40.7261696,-74.0013901,Mid
2,1.0,2.7781512503836434,10032,New York,Brown Harris Stevens,Pending,40.8375103,-73.9407123,Cheap
6,3.0,3.3344537511509307,11235,Kings County,EXIT REALTY TOP PROPERTIES,Multi-family home for sale,40.5920325,-73.9491964,Mid
2,1.0,3.339293966003392,11374,Queens,Apple Realty Group Corp,Co-op for sale,40.7267837,-73.8587799,Cheap
3,3.0,3.322219294733919,10022,New York County,COMPASS,Condo for sale,40.7590132,-73.9612618,Expensive
3,1.0,3.339293966003392,11375,Queens County,EXIT REALTY ONE,House for sale,40.7328877,-73.853874,Mid
1,2.0,2.942008053022313,10019,New York,City Connections Realty,Condo for sale,40.767078,-73.9831196,Mid
5,2.3738608579684373,3.6989700043360187,10030,New York County,COMPASS,Townhouse for sale,40.819079,-73.944168,Expensive
2,1.0,3.339293966003392,10011,New York,NoBroker,Pending,40.7443407,-74.0016248,Mid
3,2.0,3.2041199826559246,11375,Queens,NY Empire Real Estate,Co-op for sale,40.724514,-73.8458441,Mid
3,2.0,3.0557604646877348,10306,Staten Island,Other,Contingent,40.579062,-74.1076165,Cheap
3,4.0,3.5440680443502757,10309,Richmond County,Re/Max Edge,House for sale,40.5397292,-74.2155251,Mid
3,4.0,3.6309361190641916,10128,New York County,Douglas Elliman - 575 Madison Ave,Townhouse for sale,40.7829849,-73.9535589,Expensive
2,2.0,2.989004615698537,10029,New York,Brown Harris Stevens,Condo for sale,40.7946402,-73.9434163,Mid
7,2.3738608579684373,3.339293966003392,11365,Queens County,East Coast REALTORS Inc,Multi-family home for sale,40.7375872,-73.7989142,Mid
2,1.0,2.846337112129805,11373,Queens,E Realty International Corp,Condo for sale,40.7427705,-73.8727516,Mid
3,2.0,3.315970345456918,10466,Bronx County,Exp Realty,Multi-family home for sale,40.8974036,-73.8427908,Mid
2,1.0,3.339293966003392,10465,Bronx County,Other,House for sale,40.8214203,-73.8062717,Mid
2,2.0,3.219322508419337,11235,Brooklyn,RE MAX Edge,Pending,40.5855624,-73.9669734,Mid
5,3.0,3.3180633349627615,10314,Richmond County,Coldwell Banker Advantage,Multi-family home for sale,40.6005525,-74.1314512,Mid
1,1.0,3.0,10463,The Bronx,Brown Harris Stevens,Co-op for sale,40.8850075,-73.9070017,Cheap
5,2.0,3.4235735197327357,11209,Kings County,"Compass Greater New York, LLC",House for sale,40.6253464,-74.036404,Mid
2,2.0,2.9849771264154934,10305,Staten Island,Salmon Realty Group,Condo for sale,40.6109595,-74.060351,Cheap
1,1.0,2.929418925714293,11375,Queens,Winzone Realty Inc,Co-op for sale,40.7254109,-73.8453358,Cheap
4,4.0,3.1492191126553797,10314,Richmond County,Coldwell Banker Advantage,House for sale,40.607299,-74.159021,Mid
3,1.0,2.673941998634088,10026,New York,REAL NEW YORK - Remote Brooklyn,Condo for sale,40.800382,-73.953136,Mid
3,3.0,3.339293966003392,10019,New York County,Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,40.7661258,-73.9779145,Expensive
4,2.0,3.0962145853464054,10302,Richmond County,Other,House for sale,40.6289462,-74.1388487,Mid
3,2.0,3.339293966003392,11374,Queens,Mjr Real Estate Llc,Co-op for sale,40.7318958,-73.8599645,Mid
3,3.0,3.339293966003392,11366,Queens County,Signature Premier Properties,House for sale,40.724706,-73.7957477,Mid
3,2.3738608579684373,3.339293966003392,11223,Kings County,Wolf Properties Inc,Pending,40.5938747,-73.9742907,Expensive
4,2.0,3.339293966003392,10466,New York,Other,Multi-family home for sale,40.8871714,-73.8506752,Mid
4,3.0,3.3736474722092176,11363,Queens County,Century Homes Realty Group LLC,House for sale,40.7773521,-73.7464296,Mid
1,1.0,3.339293966003392,10017,New York,City Connections Realty,Condop for sale,40.751918,-73.9698335,Mid
4,3.0,3.0704073217401198,10303,New York,Coldwell Banker American Homes,Multi-family home for sale,40.638069,-74.1627747,Mid
2,2.0,3.256236533205923,10012,New York,Douglas Elliman - 936 Broadway,Co-op for sale,40.7241512,-73.9992064,Expensive
3,2.3738608579684373,3.339293966003392,10022,New York County,"Nest Seekers International, Midtown",Condo for sale,40.761661,-73.9653315,Mid
3,2.0,3.2884728005997825,10312,Richmond County,RE/MAX Elite,Contingent,40.5478529,-74.1993422,Mid
3,2.0,3.279210512601395,11211,Kings County,Corcoran Williamsburg Bedford,Pending,40.7118832,-73.947991,Expensive
3,2.3738608579684373,3.339293966003392,10458,Bronx County,Other,Multi-family home for sale,40.8585142,-73.8918995,Cheap
2,2.0,3.339293966003392,10014,New York,Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,40.7373809,-74.0040989,Expensive
2,2.0,2.8750612633917,11235,Kings County,RELIABLE SELL & BUY REALTY INC,House for sale,40.5817208,-73.9645608,Mid
3,2.0,3.2390490931401916,11377,Queens County,Realty Executives Today,Townhouse for sale,40.7607676,-73.9056672,Mid
3,2.0,3.3533390953113047,10308,Richmond County,Weichert Realtors Evolution Group,House for sale,40.5518357,-74.1483332,Mid
3,2.0,3.339293966003392,11234,Kings County,5 Boro Realty Corp,House for sale,40.6226706,-73.9327329,Mid
3,1.0,2.5599066250361124,11216,Brooklyn,Other,Contingent,40.6770084,-73.9444319,Cheap
3,1.0,3.339293966003392,11104,Queens County,Winzone Realty Inc,House for sale,40.7493551,-73.9158547,Mid
6,2.0,3.4974825373673704,10462,Bronx County,Other,Multi-family home for sale,40.8451067,-73.8601577,Mid
